аб;"(ав I, ай , аба мн. I, ар, мн. ;;PNCT
абагван;(абáгваᴴлъ,–аби);лопатка;NOUN
абагван;(абáгваᴴлъ,–аби);плечо;NOUN
абагьар;;масд. гл. абáгьила;UNKN
абагьар;(–лъ);отек;NOUN
а=б=агьи=ла;(–а,–ас̄,–абé,–б/о,–ӣйāх);опухать;INFN
абадийа=б;;вечный;ADJF
абадин-абада̄л̄ъир;;никогда;ADVB
абадин-абадил̄ъи;;никогда;ADVB
абарона;(–лъ/–лъилъ);оборона;NOUN
абарот;(–лъи лъ);оборот;NOUN
абат=ала;;;PNCT
абатар;;масд. гл. абáтила;UNKN
абатар;(–лъ);течка;NOUN
абатар;(–лъ);баловство;NOUN
абатата=йла;(–л,–лас̄,–лá,–л̄о,–лēх);шевелить;INFN
абатата=йла;(–л,–лас̄,–лá,–л̄о,–лēх);раскачивать;INFN
абататалар;;масд. гл. абататáйла;UNKN
абататалар;(–лъ);шевеление;NOUN
абататалар;(–лъ);раскачивание;NOUN
абататар;;масд. гл. абáтатила;UNKN
абататар;(–лъ);шевеление;NOUN
абататар;(–лъ);шатание;NOUN
абататар;(–лъ);подергивание;NOUN
абатати=ла;(абáта,–ас̄,–абé,–а/б/о,–āх);шевелиться;INFN
абатати=ла;(абáта,–ас̄,–абé,–а/б/о,–āх);шататься;INFN
абатати=ла;(абáта,–ас̄,–абé,–а/б/о,–āх);подергиваться;INFN
абат=а̄ла;;;PNCT
абати=ла;(–ø,–ас̄,–бе,–б/о,–āх);быть в течке;INFN
абати=ла;(–ø,–ас̄,–бе,–б/о,–āх);баловаться;INFN
абатит=або;;см. титвáдила;UNKN
абгунийа=б;;см. áбщинаб;UNKN
абдар;;масд. гл. áбдила;UNKN
абдар;(–лъ);чистка;NOUN
абди=ла;(–ø,–ас̄,–а,–б/о,–āх);чистить;INFN
абе;(авé I,айé , абá мн. I, арé мн. );вот;PRCL
абейав;;вот;PRCL
абейай;;вот;PRCL
аб̄е;;вот;PRCL
абицар=апицер;(–щу/б,–заби);офицер;NOUN
абицарлгьар;(–лъ);офицерство;NOUN
апицант;(–щу/б,–заби);официант;NOUN
абтабиагра̄пийа;(–лъ,–би);автобиография;NOUN
авт̄обуз;(–улъ,–аби);автобус;NOUN
абтобус;(–улъ,–аби);автобус;NOUN
абтамат;(–илъ,–аби);автомат;NOUN
абтаномийа;(–лъ);автономия;NOUN
абтаномийаб;;автономный;ADJF
абтар;(–щу/б,–лъилъ,–заби);автор;NOUN
абтека;(–лъилъ,–аби);аптека;NOUN
абтикар;(–щуб,–лъилъ);аптекарь;NOUN
а=б=це=бел;(–щу/б,–лъилъ , ,–арýб мн.I,–арýлъ мн. );этот;ADJF
абцеӀила=ацебӀир;;в последнее время;NOUN
абцекъа̄л̄ъир;;в последнее время;NOUN
абшижит;(–илъ,–аби);общежитие;NOUN
абщежитийа;(–илъ,–аби);общежитие;NOUN
абщина=б=ащина=б;;столько;NUMR
авадана=б;;веселый;ADJF
авал;(–лъ,–áби);дом;NOUN
авал-ахир;(–лъ);пределы;NOUN
авал-ахир;(–лъ);ясность;NOUN
авара;(–лъ,–би);препятствие;NOUN
авара;(–лъ,–би);хлопоты;NOUN
авараг;(–щу/б,–заби);пророк;NOUN
аварийа;(–лъ,–би);авария;NOUN
аванс;(–илъ,–аби);аванс;NOUN
аваᵸтура;(–лъ,–би);авантюра;NOUN
аваᵸтурист;(–щуб,–заби);авантюрист;NOUN
аваᵸтуриска;(–лъ,–би);авантюристка;NOUN
августбо̄с̄Ӏ;(–улъ);август;NOUN
авейав;;вот;PRCL
авейай;;вот;PRCL
агитатур;(–щу/б,–лъилъ,–заби);агитатор;NOUN
акитацийа;(–лъ);агитация;NOUN
агитпуᵸкут;(–улъ,–аби);агитпункт;NOUN
аграном;(–щу/б,–лъилъ);агроном;NOUN
агъаз;(–илъ);забота;NOUN
агъаз;(–илъ);важность;NOUN
агъазвачӀу=б;;беспечный;ADJF
агъазвачӀу=б;;неважный;ADJF
агь;(–илъ);виноград;NOUN
агьа̄рахӣс;;поверхностно;ADJS
агьа̄рахӣс;;поверхностный;ADJF
агьецӀа=йла;(–л,–лас̄,–лá,–л̄о,–лēх);поднимать;INFN
агьецӀи=ла;(–ø,–ас̄,–б,–б/о,–е́̄х);вставать;INFN
агьецӀи=ла;(–ø,–ас̄,–б,–б/о,–е́̄х);подниматься;INFN
агьи;;наверх;ADVB
агьи;;выше;NOUN
агьи;;на;INTJ
агьибугьа=йла;(–л,–лас̄,–лá, л̄о,–лēх);повторять;INFN
агьикьи;;вниз;ADVB
агьикъайди=ла;(–ø,–ас̄,–бе,–б/о,–āх);поручать;INFN
агьикьимакӀва;(–лъ,–би);сад;NOUN
агьикьих̄у=б;;крутой;ADJF
агьила;;еще;PRCL
агьила;;напротив;ADVB
агьила;;вдобавок;ADVB
агьилалъа̄би;;в будущем году;NOUN
агьим;(–улъ,–аби);балка;NOUN
агьӣс;;сверху;PREP
агьӣс;;с;NOUN
агьӣс;;верхний;ADJF
агьӣс=ба=гъу=ла;(–ø, агьӣс̄багъвас̄, агьӣс̄багъва,–б/о, агьӣс̄багъвēх);просить прощения;INFN
агьӣс=б=елъила;(–ø,–ас̄,–бе,–б/о,–ēх);прощать;INFN
агьӣс=б=елъу=б;;ловкий;ADJF
агьихинди;;выше;NOUN
агьло;(–лъ/–лъилъ, собир.);люди;NOUN
агьо̄лела;(–улъ,–иби);тыльная сторона ладони;ADJF
адаб;(–илъ);вежливость;NOUN
адабе;;вот;PRCL
адабочӀу=б;;невоспитанный;ADJF
адабейав;;вот;PRCL
адабейай;;вот;PRCL
адабийат;(–илъ);литература;NOUN
адаб-хъатир;(–лъ);уважительность;NOUN
адабчӀана̄с;;вежливый;ADJF
адабида=б;;вежливый;ADJF
арам;(–улъ);человек;NOUN
адамвачӀу=б;;одинокий;ADJF
адамгьела=ба;;человечный;ADJF
адарейав;;вот;PRCL
адарейай;;вот;PRCL
адвакат;(–щу/б,–лъилъ,–заби);адвокат;NOUN
адийал;(–лъ,–аби);одеяло;NOUN
адикалон;(адикалóНлъ/адикалóНлъилъ,–аби);одеколон;NOUN
адрис;(–илъ,–аби);адрес;NOUN
а̄деленийа;(–лъ,–би);отделение;NOUN
а̄дил;(–лъилъ,–аби);отдел;NOUN
адж̄и=ла;(–ø,–ēс̄,–ē, б/о,–ийāх);поцеловать;INFN
азал;(–лъ,–аби);долото;NOUN
азалийа=б;;вечный;ADJF
азалийа=б;;предопределенный;PRTF
азалу=б;;постный;ADJF
азалъ;(–улъ,–аби);дверная коробка;ADJF
азарда;;тысяча;NOUN
азарда̄л̄ъир;;тысяча;NOUN
азарчӀекӀу=б;;тысяча;NOUN
азбар;(–лъ,–ал);двор;NOUN
аздагьо;(–лъ, аздагьвáби);дракон;NOUN
аздагьо;(–лъ, аздагьвáби);злой человек;ADJF
азербижана=в;(–щу/б,–ди);азербайджанец;NOUN
азербижанади;(–уб);азербайджанцы;NOUN
азербижанай;(–л̄ъ̄илъ, азербижáнади);азербайджанка;NOUN
ази-азарда;;тысяча;NOUN
айат;(–илъ,–аби);стих;NOUN
ай̄е;;вот;PRCL
ай̄о;;вот;PRCL
айрадром;(–лъилъ,–аби);аэродром;NOUN
акв̄е=ла;(–ø,–с̄,–ø,–б/о,–йāх);косить;INFN
акве̄р;(–лъилъ);жатва;NOUN
акийан;(акийáНлъилъ,–аби);океан;NOUN
акта;(–лъ,–би);акт;NOUN
актабирбо̄с̄Ӏ;(–улъ);октябрь;NOUN
акушерка;(–лъ,–би);акушерка;NOUN
акъвакь;(–илъ,–аби);навес;NOUN
акъвар;;масд. гл. áкъула;UNKN
акъвар;(–лъ);кровля;NOUN
акъо;(–лъ,–би);конура;NOUN
акъо;(–лъ,–би);шалаш;NOUN
акъо;(–лъ,–би);лачуга;NOUN
акӀвама=аркӀвама;(–лъ,–би);стреха;NOUN
акӀвама=аркӀвама;(–лъ,–би);козырек;NOUN
акӀвама=аркӀвама;(–лъ,–би);фуражка;NOUN
ал;(–илъ,–аби);лист;NOUN
ал;(–илъ,–аби);листва;NOUN
ала;(–илъ,–иби);плита;NOUN
ала;(–илъ,–иби);плита;NOUN
ала;(–илъ,–иби);стойло;NOUN
алара;(–лъ,–би);стог;NOUN
алат;(–илъ, собир.);инструмент;NOUN
алахъ;(–лъилъ,–аби);глушь;NOUN
алахъ;(–лъилъ,–аби);пастбище;NOUN
алахъ;(–лъилъ,–аби);пустое место;ADJF
албом=албум;(албóНлъилъ,–аби);альбом;NOUN
алгьа=б;"(–в I,–й ,–ба мн. I,–р мн. ;pron;LATN
чӀунчӀах̄алар;(–ø,–йас̄,–йа,–б/о,–йāх);кастрировать;INFN
чӀунчӀах̄алар;;см. ШАБ̄́Е/ЛА;UNKN
чӀунчӀах̄ар;(–лъилъ);кастрация;NOUN
чӀунчӀах̄ар;(–улалъ);шаввал;ADVB
чӀунчӀах̄и=ла;(–улъ);страсть;NOUN
чӀунчӀах̄у=б;(–щу/б,–заби);шах;NOUN
шаб̄е=б;(–илъ);шахада;NOUN
шаб̄е=б;(–лъ,–би);метрика;NOUN
шаб̄е=ла;(шагьáлъ,–аби);город;NOUN
шаб̄ер;(шагьáлъ,–аби);большой населенный пункт;ADJF
шаб̄ер;(–илъ);страсть;NOUN
шавалбо̄с̄Ӏ;(–лъ,–би);пятак;NOUN
шавкъ;(–лъ,–би);деньги;NOUN
шагь;(–щу/б,–лъилъ,–заби);мученик;NOUN
шагьадат;(–лъ,–би);шоссе;NOUN
шагьадат-нама;(–улалъ);ша–бан;PRTS
шагьар;(–щу/б,–заби);поэт;NOUN
шагьар;(–лъ);шерсть;NOUN
шагьват;(–л,–лас̄,–ла,–л̄о,–лēх);покачнуть;INFN
шагьи;;см. ШÁНА/ЙЛА;UNKN
шагьи;(–лъ);качание;NOUN
шагьид;;см. ШÁНИ/ЛА;UNKN
шагьра;(–лъ);качка;NOUN
шагӀманбо̄с̄Ӏ;(–лъ);маханье;NOUN
шагӀир;(–лъ);верчение;NOUN
шал;(–ø/–ни,–áс̄/–нáс,–á/–нá,–б/о/–н/и/б/о,–āх/–нāх);качнуться;INFN
шана=йла;(–ø/–ни,–áс̄/–нáс,–á/–нá,–б/о/–н/и/б/о,–āх/–нāх);качать;INFN
шаналар;(–ø/–ни,–áс̄/–нáс,–á/–нá,–б/о/–н/и/б/о,–āх/–нāх);махать;INFN
шаналар;(–ø/–ни,–áс̄/–нáс,–á/–нá,–б/о/–н/и/б/о,–āх/–нāх);вертеть;INFN
шанар;(–ø/–ни,–áс̄/–нáс,–á/–нá,–б/о/–н/и/б/о,–āх/–нāх);качнуться;INFN
шанар;(–ø/–ни,–áс̄/–нáс,–á/–нá,–б/о/–н/и/б/о,–āх/–нāх);качать;INFN
шанар;(–ø/–ни,–áс̄/–нáс,–á/–нá,–б/о/–н/и/б/о,–āх/–нāх);махать;INFN
шанар;(–ø/–ни,–áс̄/–нáс,–á/–нá,–б/о/–н/и/б/о,–āх/–нāх);вертеть;INFN
шани=ла;(–илъ,–аби);добро;ADJS
шани=ла;(–илъ,–аби);заступничество;NOUN
шани=ла;(–илъ,–аби);дар;NOUN
шани=ла;(–илъ);святой напиток;ADJF
ша=йна;(–илъ,–аби);шаровары;NOUN
ша=йна;(–илъ);шариат;NOUN
ша=йна;(–илъ);суд;NOUN
ша=йна;(–илъ,–аби);шарик;NOUN
шапагӀат;(–илъ,–аби);шарф;NOUN
шапагӀат;(–илъ,–аби);условие;NOUN
шапакъат;(–илъ);объяснение;NOUN
шарап;(–илъ,–аби);покрывало;VERB
шарбал;(–алъ);шахматы;NOUN
шаргӀ;(–ни/–ø,–нас̄/–ас̄,–нá/–á,–ни/б/о/–б/о,–нāх/–āх);качаться;INFN
шаргӀ;(–ни/–ø,–нас̄/–ас̄,–нá/–á,–ни/б/о/–б/о,–нāх/–āх);качать;INFN
шарик;(–ни/–ø,–нас̄/–ас̄,–нá/–á,–ни/б/о/–б/о,–нāх/–āх);вертеть;INFN
шарп;(–ни/–ø,–нас̄/–ас̄,–нá/–á,–ни/б/о/–б/о,–нāх/–āх);махать;INFN
шартӀ;(–ни/–ø,–нас̄/–ас̄,–нá/–á,–ни/б/о/–б/о,–нāх/–āх);качаться;INFN
шархӀ;(–ни/–ø,–нас̄/–ас̄,–нá/–á,–ни/б/о/–б/о,–нāх/–āх);качать;INFN
шаршав;(–ни/–ø,–нас̄/–ас̄,–нá/–á,–ни/б/о/–б/о,–нāх/–āх);вертеть;INFN
шахматаби;(–ни/–ø,–нас̄/–ас̄,–нá/–á,–ни/б/о/–б/о,–нāх/–āх);махать;INFN
шаша=йна;(–л,–лас̄,–ла,–л̄о,–лēх);качать;INFN
шаша=йна;;см. ШАШАНÁ/ЙЛА;UNKN
шаша=йна;(–лъ);вибрация;NOUN
шаша=йна;;см. ШАШÁ/ЙНА;UNKN
шашани=ла;(–лъ);качание;NOUN
шашани=ла;(–лъ);верчение;NOUN
шашани=ла;(–лъ);размахивание;NOUN
шашани=ла;(–лъ);шампанское;NOUN
шашана=йла;(шаᴴпýНлъ);шампунь;NOUN
шашаналар;(шéрулъ/–илъ);Осот полевой;NOUN
шашаналар;;шивицкой породы;NOUN
шашанар;;шивицкой породы;NOUN
шашанар;(–илъ);шевиот;NOUN
шашанар;(–лъ,–би);стихотворение;NOUN
шашанар;(–илъ);шоколад;NOUN
шаᵸпаᵸски;(–лъ,–аби);шинель;NOUN
шаᵸпун;(–лъ);шифер;NOUN
шерв=шер;(–илъ);язычество;NOUN
шивец=шивиц;(–лъ,–би);бутылка;NOUN
шивецтайпа=шивицтайпа;;шишáдила;NOUN
шивот;(–лъ);чистка зерна;NOUN
шигӀро;(–ø,–ас̄,–á,–б/о,–āх);чистить зерно;INFN
шикалад;;выкраивать;INFN
шинел;;см. кIóрчIа, чáча³;UNKN
шипер;;больной;ADJF
ширк;;см. ШÓКЪЛГЬИ/ЛА;UNKN
шиша;(–лъ);болезнь;NOUN
шишадар;(–ø,–ас̄,–бе,–б/о,–ēх);заболеть;INFN
шишадар;(–щу/б,–заби);шофер;NOUN
шишади=ла;(–л,–лас̄,–ла,–л̄о,–лēх);раздвигать;INFN
шишор;(–лъ);раздвижка;NOUN
шокъа=б;;см. Ш́УДИ/ЛА;UNKN
шокългьар;(–лъ);растопыренность;NOUN
шокългьар;(–ø,–ас̄,–бе,–б/о,–́а̄х);раздвигаться;INFN
шокългьи=ла;;см. Ш́УДИ/ЛА;UNKN
шопир;;растопыренный;PRTF
шуда=йла;(–илъ,–аби);шопот;NOUN
шудалар;(–илъ,–аби);шелест;NOUN
шудалар;(–и,–ас̄,–бе,–б/о,–āх);шушукаться;INFN
шудар;(–и,–ас̄,–бе,–б/о,–āх);шелестеть;INFN
шудар;(–л,–лас̄,–ла,–л̄о,–лēх);доводить до онемения;INFN
шуди=ла;(–л,–лас̄,–ла,–л̄о,–лēх);приводить к потере чувствительности;INFN
шуду=б;;см. Ш́УШАX̄А/ЙЛА;UNKN
шуду=б;(–лъ);доведение до онемения;NOUN
шур-шур;(–лъ);обезболивание;NOUN
шур-шур;;см. Ш́УШАX̄И/ЛА;UNKN
шуршуриди=ла;(–лъ);онемение;NOUN
шуршуриди=ла;(–лъ);потеря чувствительности;NOUN
шушах̄а=йла;(–ø,–ас̄,–бе,–б/о,–āх);онеметь;INFN
шушах̄а=йла;(–ø,–ас̄,–бе,–б/о,–āх);терять чувствительность;INFN
шушах̄алар;;звукоподражание шушуканью;NOUN
шушах̄алар;;шепотом;NOUN
шушах̄алар;(–ø,–ас̄,–бе,–б/о,–āх);шушукаться;INFN
шушах̄ар;(–л,–лас̄,–лá,–л̄о,–лēх);опрыскивать;INFN
шушах̄ар;(–л,–лас̄,–лá,–л̄о,–лēх);распускать;INFN
шушах̄ар;;см. ЩАБЩАДÁ/ЙЛА;UNKN
шушах̄и=ла;(–лъ);опрыскивание;NOUN
шушах̄и=ла;(–лъ);распускание;NOUN
шу-шур;(–илъ);жженая глина;ADJF
шушхъи;(–ø,–щāс̄,–бе,–б/о,–щадāх);разлетаться;INFN
шушхъи=ла;(–ø,–щāс̄,–бе,–б/о,–щадāх);рассыпаться;INFN
щабщада=йла;(–ø,–щāс̄,–бе,–б/о,–щадāх);брызнуть;INFN
щабщада=йла;(–ø,–щāс̄,–бе,–б/о,–щадāх);сыпать;INFN
щабщадалар;(–ø,–щāс̄,–бе,–б/о,–щадāх);брызгать;INFN
щабщадалар;(–ø,–щāс̄,–бе,–б/о,–щадāх);разбрасывать;INFN
щабщадалар;(–ø,–щāс̄,–бе,–б/о,–щадāх);подравнивать;INFN
щагӀ;(–ø,–щāс̄,–бе,–б/о,–щадāх);разлетаться;INFN
щай=ла;(–ø,–щāс̄,–бе,–б/о,–щадāх);рассыпаться;INFN
щай=ла;(–ø,–щāс̄,–бе,–б/о,–щадāх);брызнуть;INFN
щай=ла;(–ø,–щāс̄,–бе,–б/о,–щадāх);сыпать;INFN
щай=ла;(–ø,–щāс̄,–бе,–б/о,–щадāх);брызгать;INFN
щай=ла;(–ø,–щāс̄,–бе,–б/о,–щадāх);разбрасывать;INFN
щай=ла;(–ø,–щāс̄,–бе,–б/о,–щадāх);подравнивать;INFN
щай=ла;(щайтIáНлъилъ,–аби);шайтан;NOUN
щали=ла;(щайтIáНлъилъ,–аби);хитрец;NOUN
щали=ла;;хитроумный;ADJF
щали=ла;(–илъилъ);хитроумие;NOUN
щали=ла;(–щу/б,–заби);шейх;NOUN
щали=ла;;сомнительный;ADJF
щали=ла;(–ýлъ,–а);птица;NOUN
щали=ла;(–кьетIулъ);ярутка полевая;NOUN
щайтӀан;(–кьетIулъ);ярутка полевая;NOUN
щайтӀан;;см. ЩÁКИДИ/ЛА;UNKN
щайтӀана=б;(–лъилъ);догадка;NOUN
щайтӀанлгьар;(–лъилъ);подозрительность;NOUN
щайх̄;(–лъилъ);ревность;NOUN
щака=б;(–ø,–ас̄,–бе,–б/о,–āх);догадываться;INFN
щаки=б;(–ø,–ас̄,–бе,–б/о,–āх);подозревать;INFN
щакибакьетӀв;(–ø,–ас̄,–бе,–б/о,–āх);ревновать;INFN
чӀаракьетӀв;;подозрительный;ADJF
щакидар;;полинявший;PRTF
щакидар;(–лъ,–аби);шакал;NOUN
щакидар;(–лъ);чернила;VERB
щакидар;(–лъ,–аби);ручка;NOUN
щакиди=ла;(–лъ,–аби);чернильница;NOUN
щакиди=ла;;см. чакáлъара;UNKN
щакиди=ла;(–илъ,–аби);суббота;NOUN
щакидо=б=щакдайа=б;;см. хьвахьве́̄ла;UNKN
щаку=б;(–лъ);плесень;NOUN
щакъал;(–л,–лас̄,–ла,–л̄о,–лēх);см. ЩÁНАX̄И/ЛА;UNKN
щакъи;;см. ЩÁНАX̄И/ЛА;UNKN
щакъикъалам;(–лъ);плесневение;NOUN
щакъитӀор;(–ø,–ас̄,–бе,–б/о,–ēх);плесневеть;INFN
щамакъар;;см. ЩÁНАX̄И/ЛА;UNKN
щамат;;плесневелый;ADJF
щамщада;(–ӣлъ);айран;NOUN
щана;(–лъ,–би);маслобойка;NOUN
щанах̄а=йла;(–лъ,–би);маслобойка;NOUN
щанах̄ар;;плоский;ADJF
щанах̄ар;;широкий;ADJF
щанах̄и=ла;;прямые;NOUN
щанах̄у=б;(–щу/б,–лъилъ,–заби);счетовод;NOUN
щанах̄у=б;(–щу/б,–лъилъ,–заби);счетовод;NOUN
щар;;вдребезги;ADVB
щариджаᵸза;;врассыпную;ADVB
щагӀиджаᵸза;(–л,–лас̄,–лá,–л̄о,–лēх);брызгать;INFN
щарду=б;(–л,–лас̄,–лá,–л̄о,–лēх);разбрасывать;INFN
щарду=б;;см. ЩАЩАДÁ/ЙЛА;UNKN
щарду=б;(–лъ);разбрызгивание;NOUN
щатавуд;(–лъ);разбрасывание;NOUN
щитавод;(–лъ);см. ЩАЩÁДИ/ЛА;UNKN
щатӀах;(–лъ);рассеивание;NOUN
щатӀах;(–à,–ас̄,–бе,–б/о,–āх);брызгаться;INFN
щащада=йла;;щащáйла;NOUN
щащада=йла;(–лъ);посыпание;NOUN
щащадалар;(–ø,–ас̄,–á,–л̄о,–ēх);сыпать;INFN
щащадалар;(–лъ);см. ЩÁЙ/ЛА¹;UNKN
щащадалар;(–лъ);разбрасывание;NOUN
щащадар;(–лъ);разбрызгивание;NOUN
щащадар;(–лъ);рассыпание;NOUN
щащади=ла;(–лъ);подравнивание;NOUN
щащалар;(–лъ);см. щáйла²;UNKN
щащалар;(–лъ);выгорание;NOUN
щаща̄ли=ла;;завтра ночью;ADVB
ща̄р;;в ближайшие дни;NOUN
ща̄р;;завтрашний;ADJF
ща̄р;;см. ЩВÁНИ/ЛА;UNKN
ща̄р;(–лъ);свист;NOUN
ща̄р;(–ø,–ас̄,–а,–б/о,–āх);свистнуть;INFN
ща̄р;(–л,–лас̄,–лá,–л̄о,–лēх);вытягивать;INFN
ща̄р;(–л,–лас̄,–лá,–л̄о,–лēх);протягивать;INFN
щваларегьера;;см. ЩВАРДÁ/ЙЛА;UNKN
щвала-са̄й;(–лъилъ);вытягивание;NOUN
щвала̄с;(–лъилъ);протягивание;NOUN
щванар;;см. ЩВÁРДИ/ЛА;UNKN
щванар;(–лъ);дотягивание;NOUN
щвани=ла;(–лъ);вытягивание;NOUN
щварда=йла;(–ø,–ас̄,–бе,–б/о,–āх);дотягиваться;INFN
щварда=йла;;звукоподражание звуку:звонкой пощечины, плетки, чавканию воды в прохудившейся обуви и шлепанью по топкой поверхности;NOUN
щвардалар;;см. ЩВÁЩВАНИ/ЛА;UNKN
щвардалар;(–лъ);посвистывание;NOUN
щвардалар;(–лъилъ,–дари);свисток;NOUN
щвардар;(–ø,–ас̄,–а,–б/о,–āх);свистеть;INFN
щвардар;;см. ЩВАЩВÁРИДИ/ЛА;UNKN
щвардар;(–лъ);шипение;NOUN
щварди=ла;(–ø,–ас̄,–бе,–б/о,–āх);шипеть;INFN
щварх̄;(–лъ,–би);рыба;NOUN
щващванар;(–лъ,–би);улитка;NOUN
щващванар;(–лъ,–би);лежебока;NOUN
щващваниб;(–илъ,–аби);дудка;NOUN
щващвани=ла;(–лъ,–би);рыба;NOUN
щващваридар;(–лъ,–би);рыба;NOUN
щващваридар;(–лъ/–улъ,–аби);башенка–ориентир;NOUN
щващвариди=ла;(–лъ,–би);сапоги;NOUN
щва̄=щва̄ᵸ;(–илъ,–иби);жила;NOUN
щвантӀилгӀама;(–илъ,–иби);волокно;NOUN
щвантӀилгӀама;(–лъ);подорожник;NOUN
щваᵸтӀих̄;;жилистый;ADJF
щваншкӀва;;волокнистый;ADJF
шаᵸшкӀа;;жилистый;ADJF
щеб;;волокнистый;ADJF
щета;(–лъ);помёт;NOUN
щечӀ;(–илъ);роса;NOUN
щечӀ;(–илъ,–аби);мера сыпучих тел, равная 2–м кг;NOUN
щечӀилъал;(–лъ,–аби);мешалка;NOUN
щечӀих̄у=б;(–улъ);мучная пыль;ADJF
щечӀих̄у=б;;врассыпную;ADVB
щечӀибах̄у=б;(–л,–лас̄,–ла,–л̄о,–лēх);штопать;INFN
щечӀибах̄у=б;;см. ЩИМУX̄Á/ЙЛА;UNKN
ще̄р;(–лъ);штопка;NOUN
щиб;;см. кIáщдила;UNKN
щигат;(щирулъ,–аби);воск;NOUN
щикӀвам;(–илъ);клейстер;NOUN
щим;;см. Щ́ИЩ̄И/ЛА;UNKN
щима̄х;(–лъ);окрашивание;NOUN
щимух̄а=йла;;см. Щ́ИЩИЛГЬИ/ЛА;UNKN
щимух̄алар;(–лъ);краснота;NOUN
щимух̄алар;(–лъ);румянец;NOUN
щирала;(–ø,–с̄,–бе,–б/о,–ēх);краснеть;INFN
щирв;(–ø,–с̄,–бе,–б/о,–ēх);разрумяниться;INFN
щирищ;(–ø,–ēс̄,–ē,–ēбо,–ēйāх);делать красным;INFN
щище̄р;(–ø,–ēс̄,–ē,–ēбо,–ēйāх);румянить;INFN
щище̄р;(–ø,–ас̄,–бе,–б/о,–дāх);шипеть;INFN
щищилгьар;;красный;NOUN
щищилгьар;;румяный;ADJF
щищилгьар;;рыжий;NOUN
щищилгьи=ла;;пестрый;ADJF
щищилгьи=ла;(–лъ);молоко;NOUN
щищ̄и=ла;(–лъ);см. щдила;UNKN
щищ̄и=ла;(–лъ);изморось;NOUN
щищириди=ла;(–ø,–ас̄,–бе,–б/о,–āх);моросить;INFN
щищу=б;(щӣНтулъ,–аби);надмогильный памятник;ADJF
щищу=б;(–лъ,–дари);каштаны и шпоры;NOUN
щищу=б;;упитанный;PRTF
щищу=б=къасану=б;(–лъ,–аби);мякоть;NOUN
щ̄и;(–улъ);счет;NOUN
щ̄идар;(–алъ);счеты;NOUN
щ̄идар;(–лъ,–би);щётка;NOUN
щ̄иди=ла;(–илъ,–аби);электросчетчик;NOUN
щиᵸтв;(–лъ);благодарение;NOUN
щиᵸчӀил;(–лъ,–би);жаровня;NOUN
щобара=б;;см. чýчIа;UNKN
щобор;;см. ЩУЛÁДЖ̄И/ЛА;UNKN
щот;(–лъ);укрепление;NOUN
щотаби;(–лъ);закрепление;NOUN
щотка;;см. ЩУЛÁДЖ̄И/ЛА;UNKN
щочик;;накрепко;ADVB
щукро;(–ø,–ес̄,–ē,–б/о,–ӣйāх);укреплять;INFN
щукъа;(–ø,–ес̄,–ē,–б/о,–ӣйāх);закреплять права;INFN
щукӀа;;см. ЩУЛÁЛГЬИ/ЛА;UNKN
щуладже̄р;(–лъ);крепость;NOUN
щуладже̄р;(–лъ);крепость здоровья;NOUN
щуладже̄р;(–лъ);упрочение;NOUN
щуладж̄и;(–ø,–ас̄,–бе,–б/о,–ēх);твердеть;INFN
щуладж̄и;(–ø,–ас̄,–бе,–б/о,–ēх);крепнуть;INFN
щуладж̄и=ла;(–ø,–ас̄,–бе,–б/о,–ēх);обосноваться;INFN
щуладж̄и=ла;;прочный;ADJF
щулалгьар;;крепкое;ADJF
щулалгьар;;неприступный;ADJF
щулалгьар;;подвальный;ADJF
щулалгьар;;подвальный;ADJF
щулалгьи=ла;;см. чIигъ;UNKN
щулалгьи=ла;;глухой;ADJF
щулалгьи=ла;(–л,–лас̄,–ла,–л̄о,–лēх);сдирать;INFN
щулийа=б;(–л,–лас̄,–ла,–л̄о,–лēх);разрушать;INFN
щулийа=б;;см. Щ́УЧIИДИ/ЛА;UNKN
щулийа=б;(–лъ);сдирание;NOUN
щурдалъ;(–лъ);оползень;NOUN
щундалъ;(–ø,–ас̄,–бе,–б/о,–āх);оползать;INFN
щурум;(–ø,–ас̄,–бе,–б/о,–āх);сдираться;INFN
щутӀу=б;;см. с̄ус̄ýридила;UNKN
щучӀида=йла;;см. ЩУЩ́УТIИ/ЛА;UNKN
щучӀида=йла;(–лъилъ);замирание;NOUN
щучӀидар;(–ø,–ас̄,–бе,–б/о,–ēх);замирать;INFN
щучӀидар;(–лъ,–иби);скворец;NOUN
щучӀидар;(–лъ,–аби);плюсна;NOUN
щучӀиди=ла;;см. щIáйна;UNKN
щучӀиди=ла;(–лъ);стирание;NOUN
щущурира;;см. щIáйна;UNKN
щущутӀар;(–лъ);стирание;NOUN
щущутӀар;;см. ЩIАН́ИЛГЬИ/ЛА;UNKN
щущутӀи=ла;(–лъ);измельчение;NOUN
щӀагъа;;см. ЩIАН́ИЛГЬИ/ЛА;UNKN
щӀайн;(–лъ);измельчение;NOUN
щӀанар;;см. ЩIАН́ИЛГЬИ/ЛА;UNKN
щӀанар;(–лъ);мельчание;NOUN
щӀаᵸлгьар;(–лъ);см. ЩIАН́ИЛГЬИ/ЛА;UNKN
щӀаᵸлгьар;(–лъ);мельчание;NOUN
щӀане̄р;(–ø,–ас̄,–бе,–б/о,–ēх);мельчать;INFN
